material_id,formula_pretty,density,energy_per_atom,efermi,energy_above_hull,band_gap,e_total,formula,data.Sᵉ.p.v.value,data.Sᵉ.p.T.value,data.σᵉ.p.v.value,data.σᵉ.p.T.value,data.κₑᵉ.p.v.value,data.κₑᵉ.p.T.value,ZT
mp-2076,ZrSe2,4.935219019,-6.82340243,2.41146818,0,0.3296,58.32948082,ZrSe2,779.012,200,11585.4,1300,1.29377,100,0.058944158
mp-37381,SmOF,7.129060375,-8.00564692,1.23873668,0.055045295,5.5087,15.50695714,SmOF,1408.38,1300,796.238,100,0.146422,100,0.109684702
mp-557203,SrZrO3,5.09027463,-8.623731216,2.12319967,0.054729959,3.3637,49.36765602,SrZrO3,1270.3,1200,1221.84,100,0.253622,100,0.073781348
mp-2758,SrSe,4.41686713,-4.891017155,1.61825875,0,2.2313,11.88709856,SrSe,1113.39,900,3380.45,200,0.745817,100,0.045708467
mp-18860,Li2VSiO5,3.063754283,-7.551173471,2.42356163,0,1.9652,16.96914535,Li2VSiO5,1228.34,700,302.677,100,0.0523634,100,0.053212029
mp-7972,RbLaO2,5.277808009,-6.914009235,3.1658162,0,3.522,21.69639123,RbLaO2,1330.19,1200,1229.66,100,0.261527,100,0.078959146
mp-4691,Ag2CO3,5.585939036,-6.049622621,1.709619,0,0.4736,11.75087335,Ag2CO3,981.227,200,3668.33,1300,0.520095,100,0.073658559
mp-1922,RuSe2,7.930413628,-6.161637236,5.90710577,0,0.3138,25.70857266,RuSe2,915.387,100,7026.07,1300,0.481159,100,0.124423707
mp-38240,Sr(PrS2)2,4.943854738,-6.337993508,3.7578649,0,2.0955,20.95234576,Sr(PrS2)2,1200.54,800,2628.09,100,0.520077,100,0.049374691
mp-14205,K3Cu3As2,3.788903767,-3.426429548,2.20192569,0,1.2741,12.31378776,K3Cu3As2,1143.5,500,2043.28,100,0.435975,100,0.029081393
mp-28020,AlCuCl4,2.478892202,-4.116717972,1.61529712,0,2.5112,4.87481738,AlCuCl4,1262.88,900,613.997,100,0.0367984,800,0.324722608
mp-13610,ZnPbF6,5.320585092,-4.453170263,-1.88554748,0,1.9566,7.552915763,ZnPbF6,1228.77,700,1155.11,100,0.185962,100,0.057221782
mp-4961,Na2HgO2,5.687759896,-3.915596738,0.69060179,0,1.6474,7.198528083,Na2HgO2,1235.11,600,983.643,100,0.187673,100,0.043362619
mp-5122,Na3AlP2,1.91072825,-3.600990137,2.38936207,0,1.346,19.29280486,Na3AlP2,1134.76,600,1766.73,400,0.315333,100,0.053799721
mp-3785,TlGaTe2,6.757657626,-3.499779326,4.03189904,0,0.5556,45.819562,TlGaTe2,864.264,300,4451.01,100,0.896214,100,0.012574428
mp-28302,K4CdP2,2.123003358,-2.658066757,0.51275325,0,0.8246,8.59760802,K4CdP2,1128.45,300,1087.71,100,0.206861,100,0.022695914
mp-27782,XeIF7,3.742021628,-3.249848991,-2.94129442,0,3.0663,3.803873373,XeIF7,1221.22,1100,690.636,100,0.0529968,900,0.276684744
mp-756202,Ba2SrI6,4.446308017,-3.632598984,1.11933634,0.018764989,3.4889,11.58169532,Ba2SrI6,1178.52,1300,2303.17,100,0.528811,100,0.061513328
mp-661,AlN,3.200889713,-7.625432383,6.08101269,0,4.0467,8.73192862,AlN,1262.28,1300,2993.34,100,0.495073,100,0.097964338
mp-756951,LiSbO3,4.749147204,-6.253422082,2.32627078,0.041133439,2.7496,9.894170091,LiSbO3,1330.34,1000,644.954,100,0.147978,100,0.062750425
mp-15079,Cs4KLiGa2F12,4.203197057,-4.866506569,-2.00058989,0,6.0451,8.80326208,Cs4KLiGa2F12,1341.73,1300,112.657,100,0.0120515,100,0.171126447
mp-12532,KAg2PS4,3.650312446,-4.319333179,2.66010495,0,1.2441,10.55153347,KAg2PS4,1039.6,600,3572.67,200,0.7222,100,0.032620379
mp-675645,Tb2PbS4,6.973689848,-6.077226054,4.88780461,0.06217399,2.0344,43.61136975,Tb2PbS4,1166.9,800,3102.05,100,0.878089,100,0.032610396
mp-24097,Mg3Si2H4O9,2.487479474,-6.689022292,1.36514854,0,4.2476,5.4837588,Mg3Si2H4O9,1298.07,1300,630.178,300,0.0918922,100,0.133170574
mp-6138,Na2TiSiO5,3.034347019,-7.522812717,2.02052296,0,2.9703,9.577105843,Na2TiSiO5,1177,1100,1103.45,100,0.210051,100,0.064136126
mp-14447,Ba2SiSe4,4.618978461,-5.045790029,1.94380418,0,2.2784,19.60192793,Ba2SiSe4,1161.24,900,3824.72,200,0.511638,100,0.082005053
mp-23079,SiCl2O,1.7369234,-5.816092972,-1.90004368,0.015453935,5.5626,2.811546297,SiCl2O,1264.86,1300,524.493,100,0.0851912,100,0.100161236
mp-557686,ZrVF6,2.976044953,-7.316419319,0.16013165,0,2.4073,4.866943473,ZrVF6,1285.8,700,226.367,200,0.0346057,100,0.073314665
mp-1434,MoS2,4.242701218,-7.574205683,5.19161444,0.000199763,0,10.1621563,MoS2,953.743,500,2868.84,100,0.54355,100,0.022782749
mp-28483,WBr6,4.176017946,-4.188769214,-1.24113054,0,1.0699,7.059861353,WBr6,1199.84,400,603.819,100,0.0865385,100,0.040857696
mp-7205,LiInSiO4,4.416308598,-6.922280638,3.17603168,0,2.8934,9.758887907,LiInSiO4,1300.12,1100,833.721,100,0.127473,100,0.097429686
mp-29376,Na5InS4,2.477971269,-3.805687803,1.27098228,0,2.0219,10.4501287,Na5InS4,1120.65,900,2585.74,100,0.603454,100,0.040128405
mp-19330,CaMoO4,4.061863133,-8.080142936,1.50237155,0,3.5007,12.35032696,CaMoO4,1304.53,1200,1013.83,100,0.20677,100,0.079194008
mp-23029,Cs3Sb2I9,4.285005323,-2.913528757,1.50567394,0,1.8679,13.79739504,Cs3Sb2I9,1084.3,700,1272.21,200,0.188901,100,0.053678701
mp-560902,MnF2,3.744000315,-7.296649023,0.6044362,0,2.5363,7.118791867,MnF2,1033.46,600,1270.49,100,0.252438,100,0.029152271
mp-32780,AuCl,6.755789083,-3.083422508,0.69528123,0,1.9094,4.84526892,AuCl,1065.22,800,3057.95,100,0.730106,100,0.032218226
mp-19082,TiMnO3,4.465568061,-9.334882121,3.64199834,0,2.0049,23.56882787,TiMnO3,17.7635,200,28005.1,100,61607.2,100,3.89E-10
mp-27824,PICl6,2.133904467,-3.231292379,0.12593311,0,1.7907,6.527920897,PICl6,1188.84,600,376.558,100,0.0271611,600,0.17268445
mp-14506,Al7Te10,4.214036618,-4.073989905,3.81141405,0.007993593,1.3351,10.23938608,Al7Te10,1082.52,500,825.615,100,0.0932713,100,0.049224122
mp-6660,BaNaBO3,4.304460918,-6.982332191,1.55293799,0,3.6487,11.22657995,BaNaBO3,1244.17,1300,729.749,100,0.143593,100,0.079996224
mp-21511,K2NaInP2,2.744063558,-3.269784762,2.37766188,0,1.0504,13.86932439,K2NaInP2,1080.67,400,2360.64,100,0.401953,100,0.027897833
mp-27628,Te3Cl2,4.363337455,-3.162643537,2.75573022,0.012746958,1.3552,15.61277478,Te3Cl2,1089.37,500,2926.67,100,0.569888,100,0.028920889
mp-17066,Y2TeO6,5.432863622,-8.089798042,2.91383825,0,3.0718,13.43169252,Y2TeO6,1258.81,1000,236.596,100,0.0290739,100,0.104902118
mp-2706,SnF4,4.46895959,-5.04061209,-0.93525806,0,3.0955,8.021506608,SnF4,1319.09,1100,813.834,100,0.152535,100,0.081815779
mp-27829,Rb2SeCl6,2.789829761,-3.372837614,-0.58391376,0,2.6051,8.857523143,Rb2SeCl6,1201.91,900,929.289,100,0.12685,100,0.078917886
mp-9427,NaYP2O7,2.95352509,-7.940052089,0.34742924,0.002271722,5.2806,7.72617104,NaYP2O7,1276.15,1300,613.597,100,0.107745,100,0.094310348
mp-5840,LiScO2,3.337748169,-7.878949639,1.88675721,0,3.9485,25.49625779,LiScO2,1308.83,1300,1823.94,100,0.389063,100,0.081663294
mp-13308,HoGeAu,10.41004676,-4.90669852,4.57935086,0.074596068,0,35.89087488,HoGeAu,220.113,200,21296.8,1300,802.94,100,1.39387E-05
mp-557930,SiO2,2.25344601,-8.342584728,-0.20950729,0.031673142,6.2919,4.089214867,SiO2,1269.33,1300,833.878,100,0.147592,100,0.09256751
mp-27255,Ga2TeS2,4.083764412,-4.347999558,2.22001042,0,2.0695,9.563550883,Ga2TeS2,1192.45,700,1407.05,100,0.255296,100,0.047815304
mp-13868,PdF4,4.473437548,-4.064075922,-2.03416089,0,0.6178,6.21874434,PdF4,1132.76,200,1124.34,1300,0.0620297,100,0.252273894
mp-569084,H3AuC2NCl,3.340169427,-5.439954779,-1.59920326,0.286166482,3.8194,3.954195763,H3AuC2NCl,1263.77,1300,659.72,100,0.12329,100,0.086903582
mp-1175,SrS3,2.960340716,-4.917972784,3.6418562,0,1.0931,19.4086376,SrS3,932.491,500,3180.11,100,0.609406,100,0.021532839
mp-685991,Li5SiP3,1.678999604,-4.058822568,2.11271994,0,1.1936,11.27648025,Li5SiP3,1108.4,500,1819.35,100,0.342221,100,0.030994113
mp-8727,Ba4PtO6,6.958596968,-6.416324026,2.92278807,0,1.8104,19.36462406,Ba4PtO6,1107.35,700,1828.47,100,0.366457,100,0.037329802
mp-2079,Rb2P3,2.643983774,-4.072774383,2.31509446,0,0.7644,8.148860543,Rb2P3,920.561,400,2797.53,100,0.547047,100,0.017627269
mp-642729,LaH3(CO2)3,3.205350586,-7.353734261,1.45361648,0.082609281,4.0317,8.228304547,LaH3(CO2)3,1294.83,1300,1093.37,200,0.150963,100,0.13171058
mp-9203,Al6Cd4SO12,3.876060533,-6.617809924,0.53113891,0,2.7127,7.003835767,Al6Cd4SO12,1319.42,900,335.004,100,0.0460155,100,0.094511182
mp-29644,GeBi4Te7,7.19141585,-3.969234815,4.85432891,0.002916297,0.5721,309.1775743,GeBi4Te7,845.459,300,5161.31,100,1.42722,100,0.008761988
mp-23934,PH6NO4,1.56573903,-5.963907715,-1.42111137,0.002760601,5.3208,5.499316127,PH6NO4,1292.46,1300,307.581,100,0.033327,1300,0.282188822
mp-6233,NaSr3RuO6,5.032663173,-6.66240988,2.97807575,0,0.5002,17.02485759,NaSr3RuO6,977.863,200,1557.38,1300,0.373399,100,0.043258952
mp-7388,NaAuF4,5.502712406,-4.048055648,-1.51921399,0,2.1333,5.57835213,NaAuF4,1227.36,700,1079.96,100,0.237787,100,0.041743085
mp-8262,K2P3,1.914864253,-4.128690606,2.44575902,0.000152377,0.7095,8.478845143,K2P3,898.145,300,2907.84,100,0.582536,100,0.013648634
mp-10509,BaGaBO3F2,4.824328831,-6.950538239,0.4219724,0,4.9696,11.48337526,BaGaBO3F2,1290.59,1300,830.845,100,0.125105,100,0.112484254
mp-9820,CsAsF6,3.595811901,-4.898867951,-3.34240723,0,5.2216,4.913823887,CsAsF6,1309.92,1300,195.674,100,0.0142856,1000,0.382396547
mp-553303,CsCu3O2,4.519096219,-4.81965178,2.18316305,0,1.4572,9.243954547,CsCu3O2,1083.08,600,2437.19,100,0.497158,100,0.031187786
mp-7770,Sr(ZnAs)2,5.301563193,-3.3741574,3.21587379,0,0.254,24.1664383,Sr(ZnAs)2,687.785,100,7230.33,1300,1.30251,100,0.02670252
mp-6426,Na2MgSiO4,2.559212562,-6.487910773,1.13972801,0.00224186,3.6357,7.615537027,Na2MgSiO4,1320.7,1200,289.098,100,0.0447188,100,0.107021214
mp-13676,TlPO4,6.022789819,-6.654852216,2.43755167,0,0.7151,16.91149012,TlPO4,967.761,300,1608.73,100,0.315259,100,0.016199456
mp-28921,Tl5Se2Br,8.020976669,-3.236979459,3.8409448,0,0.3854,45.91675671,Tl5Se2Br,687.144,200,6907.54,100,2.09173,100,0.004228164
mp-557244,SiO2,2.595391012,-8.197374143,0.95380141,0.176883727,5.1733,4.557305393,SiO2,1358.42,1300,347.256,100,0.0411941,100,0.1581804
mp-28683,Ta(ICl)2,4.596406096,-5.023597682,1.39375106,0,1.1785,6.381391447,Ta(ICl)2,1106.99,400,609.991,100,0.0710394,100,0.042799759
mp-22888,CaBr2,3.226876694,-4.162232623,-0.51684408,0,4.5304,7.65172721,CaBr2,1260.97,1300,1145.94,100,0.203656,100,0.09097959
mp-31419,LaSb5O12,5.908822792,-6.902513409,4.30586245,0,2.9277,13.7903629,LaSb5O12,1243.04,1100,1275.53,100,0.199829,100,0.086920909
mp-154,N2,0.918785782,-8.33644311,-6.90739028,5.18E-05,7.3764,1.53145984,N2,1332.35,1300,223.057,100,0.0306054,100,0.131560115
mp-28315,Rb4CdBr6,3.63781843,-3.159853983,-1.33283435,0,3.1899,7.625285007,Rb4CdBr6,1273.02,1100,564.442,100,0.0816667,100,0.098711251
mp-28782,Na3PS4,2.150536223,-4.368619491,2.1597429,0,2.2919,11.08068917,Na3PS4,1159.49,900,1963.35,100,0.431228,100,0.045645294
mp-28369,GeH3Cl,1.927690635,-3.735962826,-2.94149847,0,4.7492,3.779657717,GeH3Cl,1274.01,1300,1352.44,100,0.245275,100,0.09100813
mp-604120,PH6NO4,1.616319898,-5.912475077,-1.04166803,0.054193239,4.9267,6.004458977,PH6NO4,1313.97,1300,69.5999,100,0.00283793,400,0.516688598
mp-774192,Li2VO3,3.460701458,-7.101578592,2.62968463,0.022451056,1.3261,22.17739723,Li2VO3,1182.18,600,903.985,100,0.194766,500,0.05276854
mp-757889,LiSn(PO3)3,2.403795427,-7.209679613,0.13130621,0.093759544,3.8805,6.39930447,LiSn(PO3)3,1196.93,1000,308.49,100,0.0283952,1200,0.242683381
mp-27979,LaI3,4.888205241,-4.207993298,2.97576586,0,2.0709,8.679653717,LaI3,1053.77,900,3482.6,200,0.741425,100,0.042431444
mp-28205,Na3ReO5,4.445510723,-6.723116963,0.55206769,0,2.4306,12.82457669,Na3ReO5,1221.59,700,147.007,100,0.0127084,700,0.175536677
mp-3887,Li3GaN2,3.477730011,-4.889967649,2.27836453,0,3.4252,11.77139174,Li3GaN2,1187.78,1000,2232.03,200,0.399629,100,0.069444353
mp-559313,SiO2,1.872894998,-8.364966011,-1.13590787,0.009291859,5.5709,3.664795223,SiO2,1239.05,1300,1207.42,100,0.286216,100,0.065858513
mp-642735,Rb2H4Pt,4.106434334,-3.473589354,-1.23002876,0.006297493,3.2877,6.055337467,Rb2H4Pt,1254.12,1000,145.52,100,0.0175974,100,0.105806452
mp-32959,H2O,1.518322968,-5.12528114,-1.94625664,0.067486481,5.2754,3.87439208,H2O,1357.32,1300,1047.99,100,0.226948,100,0.086509753
mp-556405,LaCN2F,4.88539693,-8.472591712,4.87308511,0,2.6828,16.69351003,LaCN2F,1084.53,1200,3051.95,100,0.580971,100,0.058642526
mp-16763,KYTe2,4.392357663,-5.08258644,2.93610426,0,1.2981,13.63753037,KYTe2,967.511,600,5618.8,100,0.719402,100,0.03965083
mp-557134,SiO2,2.241793715,-8.289030752,-0.13792319,0.085227118,5.4646,3.749960447,SiO2,1258.98,1300,747.718,100,0.142209,100,0.084745805
mp-6486,SrBPO5,3.624301794,-7.937173877,2.20907029,0,5.3874,8.948331663,SrBPO5,1134.86,1300,1751.16,100,0.358338,100,0.064001085
mp-32539,W(ClO)2,3.823421119,-7.048010486,-1.77341034,0.071297765,1.7864,18.60169932,W(ClO)2,1292.59,800,1238.73,100,0.28081,100,0.049964806
mp-14726,Na4TiO4,2.588789438,-6.09436043,0.16464539,0,3.3237,6.84571603,Na4TiO4,1325.06,1100,234.359,100,0.0301879,100,0.120127299
mp-556417,Rb2NiF6,3.594560605,-4.525826364,-3.17595707,0,2.4216,5.209244457,Rb2NiF6,1296.98,800,264.448,100,0.0149954,700,0.321771303
mp-29172,SeF4,2.986297663,-4.301434745,-2.53050656,0,4.1424,6.676302427,SeF4,1132.97,1300,1705.68,400,0.362255,100,0.073751529
mp-560641,Ba12Cl5F19,4.740669247,-5.819659353,-0.76585595,0.01570822,6.1492,11.79640401,Ba12Cl5F19,1258.34,1300,383.866,100,0.0470413,500,0.166428797
mp-542846,AsS,2.888529746,-4.779299949,1.19062909,0.003694962,1.9805,4.84733065,AsS,1111.2,800,1969.74,100,0.419894,100,0.039267408
mp-553874,Ba2LaAg5S6,5.546750589,-4.685827058,3.26453311,0,1.4647,15.92020731,Ba2LaAg5S6,1058.52,600,2117.29,100,0.524966,100,0.024508449
mp-690733,H2SO4,1.957348909,-5.922287746,-1.69027254,0.000465,6.11,3.584968887,H2SO4,1313.78,1300,614.043,100,0.0958223,600,0.149963656
mp-558808,LiAl(SiO3)2,2.004305125,-7.823940839,-0.3454422,0.023579142,4.9005,4.153024077,LiAl(SiO3)2,1278.34,1300,462.738,100,0.0627596,100,0.12252298
mp-18853,TlV2AgO6,5.071139067,-7.203816772,0.86098697,0,2.1533,11.78936669,TlV2AgO6,1188.18,800,434.186,100,0.0787652,100,0.052757529
mp-540193,LiMnP2O7,2.480577189,-7.65933236,-0.36770335,0.045775442,1.2058,5.877766538,LiMnP2O7,1149.2,600,490.285,100,0.0826186,100,0.042504072
mp-14243,Cd3TeO6,7.068363908,-5.07547763,2.58606728,0,0.5061,28.58169701,Cd3TeO6,1124.02,200,3755.36,1300,0.250741,200,0.21807293
mp-567756,La2CN3Cl,4.730964405,-8.195068625,5.41103679,0,1.8792,18.68184479,La2CN3Cl,1055.18,800,1853.72,100,0.397347,100,0.035213228
mp-776356,Li2SbS2,3.188614605,-4.281818873,3.33800171,0.06852176,1.4659,23.32549272,Li2SbS2,1140.52,500,1005.28,100,0.210927,400,0.042028047
mp-12271,MgSeO3,4.251302241,-6.018788838,3.28715923,0,3.9175,10.47023034,MgSeO3,1246.84,1300,1195.7,100,0.216216,100,0.087422989
mp-12011,KTbGeS4,3.577532074,-5.38495665,1.43768715,0,2.2297,11.14286823,KTbGeS4,1188.94,1000,3382.37,100,0.497852,100,0.078126887
mp-771568,SrCa2I6,3.909868702,-3.477562895,1.07813967,0.089951885,3.4846,8.9340444,SrCa2I6,1251.4,1300,365.418,100,0.03613,300,0.182533144
mp-17894,Rb3Sm(PS4)2,2.985752405,-5.039200536,1.63270047,0,2.1861,8.51423651,Rb3Sm(PS4)2,1095.18,800,1515.34,100,0.257352,100,0.047877568
mp-23884,SrGe(HO2)2,4.006398744,-6.301449578,0.26859113,0.005202735,4.1282,8.06845316,SrGe(HO2)2,1318.88,1300,777.056,100,0.10396,900,0.202722982
mp-6560,KSO2F,2.182349956,-5.596307142,-0.86344917,0.018829822,3.9815,6.61217698,KSO2F,1245.89,1300,663.925,100,0.110222,100,0.095077977
mp-625367,LuHO2,8.315129942,-7.504703596,5.58181553,0.008520882,4.1117,13.13052169,LuHO2,1259.74,1300,2134.51,100,0.409068,100,0.08420431
mp-644271,LiHS,1.383533111,-4.081298137,-0.14033183,0.000230362,3.4984,5.160622723,LiHS,1190.81,1300,2475.34,100,0.513902,100,0.069455924
mp-2176,ZnTe,5.418813343,-2.8856793,2.85423966,0,1.0733,11.97558052,ZnTe,1025.67,500,5388.81,300,0.953718,100,0.036266801
mp-7639,Na2CuP,2.947476463,-3.406109978,2.99861287,0,0.6575,16.01528672,Na2CuP,890.772,300,3165.13,100,0.639252,100,0.013316838
mp-31043,H5NF2,1.483426322,-4.916253204,-3.74163544,0,6.9008,6.31531159,H5NF2,1378.97,1300,229.269,100,0.0292778,100,0.151421076
mp-557467,Li4Ca(BO3)2,2.311961564,-6.831027127,0.56635257,0,4.7254,9.340945907,Li4Ca(BO3)2,1327.26,1300,350.799,100,0.071298,300,0.099889645
mp-560151,AlPO4,2.31858519,-7.933225461,0.06857961,0.012695531,5.4799,4.447571963,AlPO4,1300.4,1300,708.713,100,0.144457,100,0.084363682
mp-8957,Na5TaO5,3.909481301,-6.256743916,0.85204657,0,2.538,7.850151427,Na5TaO5,1261,900,421.783,100,0.0695371,100,0.07192401
mp-625238,Re2H4O9,4.459147637,-7.24141947,-1.71950041,0.026183309,2.6495,11.38019664,Re2H4O9,1247.99,900,293.367,100,0.0503704,800,0.110690185
mp-16988,SrCu2SnS4,4.228700145,-4.830746722,4.57277873,0.007270762,0.4032,15.34878347,SrCu2SnS4,870.399,200,2451.23,100,0.547431,100,0.009198774
mp-30301,LiClO4,2.33780787,-4.93289979,-0.27450269,0,5.7447,51.6885851,LiClO4,1296.37,1300,797.25,100,0.151603,100,0.089869944
mp-754658,TeO3,5.359328553,-5.817351334,2.89920568,0.021127037,1.2489,9.800950653,TeO3,1116.32,500,1031.1,100,0.191878,100,0.031778222
mp-769079,ScGaO3,4.824494599,-7.955223723,2.59128234,0.004530561,3.1715,16.1648492,ScGaO3,1279.43,1100,1077.24,100,0.229716,100,0.067651304
mp-19359,NaFeO2,4.208426656,-6.724790433,2.67291759,0,1.9889,14.73796923,NaFeO2,1220.68,700,911.324,600,0.165755,100,0.077752865
mp-555292,PNF2,2.090252254,-6.447899509,-0.76872412,0.003787531,5.1576,3.27626696,PNF2,1210.75,1300,350.523,100,0.00746333,1300,1.260187396
mp-24104,LiAlSi2H2O7,2.224329698,-7.227418582,0.37626524,0.007466239,4.858,4.96687875,LiAlSi2H2O7,1250.84,1300,841.915,100,0.148651,100,0.090110154
mp-10390,Ta2O5,8.433246764,-10.24921599,3.28430992,0.008550294,1.2267,33.75259548,Ta2O5,1104.31,500,1060.94,100,0.180298,100,0.034053245
mp-541040,Y2Be2GeO7,4.695864441,-8.244336261,2.34685124,0,4.5479,13.45113345,Y2Be2GeO7,1307.34,1300,721.991,100,0.13425,100,0.093468309
mp-3312,Cs(SbSe2)2,4.796001787,-4.083495781,2.64755886,0,1.122,20.89914705,Cs(SbSe2)2,1016.14,500,2292.55,200,0.363324,100,0.035334614
mp-571648,Rb2MnCl6,2.778416343,-4.307813721,-0.57847454,0,1.2037,7.28149093,Rb2MnCl6,1173.18,500,1104.15,100,0.203918,100,0.035365385
mp-2160,Sb2Se3,5.341825109,-4.287896815,3.80523339,0,0.7564,63.52611423,Sb2Se3,965.628,300,4086.86,100,1.0222,100,0.012636364
mp-554948,NaI(OF)2,3.680282394,-4.583217911,-7.11E-06,0,4.2686,7.811292157,NaI(OF)2,1310.44,1300,963.918,100,0.118306,100,0.142277884
mp-36100,Ca(SmS2)2,5.069934867,-6.360852988,4.00582355,0.014135358,2.0834,21.92114884,Ca(SmS2)2,1180.66,800,2675.96,100,0.558951,100,0.0452412
mp-35327,Al(CN)3,1.239837852,-8.19997815,-3.57971232,0.314907095,4.862,3.127682483,Al(CN)3,1267.75,1300,538.458,100,0.111846,100,0.078680736
mp-771264,Na3ZnPCO7,3.046812849,-6.482683569,1.0549801,0.010946299,3.8239,10.28806652,Na3ZnPCO7,1243.39,1300,847.394,200,0.128729,100,0.110388098
mp-24007,Rb2HBrO,3.171356687,-4.108894919,-1.10310991,0,3.3099,7.466467067,Rb2HBrO,1302.63,500,203.792,100,0.0132105,1000,0.283928212
mp-12171,K6MgO4,2.498869224,-4.136565299,0.81838263,0,1.8036,10.10580685,K6MgO4,1155.33,700,707.003,100,0.129088,100,0.044603458
mp-675778,NaY2F7,3.768325564,-6.88449741,-1.90727424,0.031428211,7.0369,10.38361758,NaY2F7,1359.02,1300,139.291,100,0.0171867,100,0.152213107
mp-672186,TeS7Cl2,2.153042351,-4.204257171,0.15463977,0,2.2614,4.42596389,TeS7Cl2,1194.76,800,473.319,100,0.0835012,300,0.065823709
mp-77,S,1.46965556,-4.135443269,-0.54393933,0.001006598,2.7125,2.953743947,S,1101.18,900,866.403,100,0.152926,900,0.088488613
mp-77,S,1.46965556,-4.135443269,-0.54393933,0.001006598,2.7125,2.953743947,S,1101.18,900,866.403,100,0.152926,900,0.088488613
mp-29027,TaI2O,6.295539037,-6.647385266,3.12106408,0,0.8866,19.39824627,TaI2O,1077.16,300,1602.61,100,0.369965,100,0.017036336
mp-560311,Na3FeF6,3.030810356,-5.290064599,-1.8206719,0,3.1439,10.25532308,Na3FeF6,1282.31,1300,153.803,100,0.00956003,600,0.358674203
mp-4405,Rb3AuO,4.396741042,-3.048704132,1.02210109,0,0.1979,22.4380956,Rb3AuO,994.142,100,18530.8,1300,0.360801,100,0.516170377
mp-6526,NaGeSbO5,4.789232618,-6.43265557,2.64144732,0,1.9847,10.19698705,NaGeSbO5,1178.67,800,1084.99,100,0.218313,100,0.04680682
mp-22935,CsBrF,3.946502317,-3.439316477,-0.87551023,0.12527528,2.5062,10.88330038,CsBrF,1209.83,800,832.012,100,0.127106,100,0.064951738
mp-558219,SrLi(BS2)3,2.229089315,-5.583403942,1.29413415,0,2.7311,7.552459397,SrLi(BS2)3,1185.57,1100,1458.5,100,0.278176,900,0.104915344
mp-9063,RbSe,3.347842978,-3.402452096,0.34982075,0,0.9245,6.266383823,RbSe,1099.64,400,1244.63,100,0.238481,100,0.025669495
mp-541914,MnHgC4(SN)4,2.698200742,-6.994104771,0.14950722,0.157826905,1.658,5.869298167,MnHgC4(SN)4,1070.73,600,759.721,100,0.115522,500,0.061335111
mp-756361,ZrSeO,6.060150344,-8.357037624,4.23612083,0.035409166,1.9571,19.43657089,ZrSeO,1109.59,800,2701.37,100,0.509552,100,0.044248563
mp-8759,Cs2ZrO3,4.961617031,-6.930535853,1.21864828,0,3.8566,22.34832788,Cs2ZrO3,1289.08,1300,1181.63,100,0.284895,100,0.070085184
mp-6960,Rb2SiAs2,3.446573269,-3.781094508,2.18882499,0,0.9555,10.74945681,Rb2SiAs2,939.142,400,2901.06,100,0.638282,100,0.016305587
mp-23494,Ti(Bi3O5)4,8.690230776,-6.463871702,4.18476111,0.007387453,2.313,40.74110791,Ti(Bi3O5)4,1169.71,900,2257.2,100,0.424628,100,0.054236173
mp-4584,Tl3BO3,7.461706951,-5.735509956,3.08625003,0,1.303,13.17110069,Tl3BO3,1064.71,600,2128.4,900,0.274875,100,0.095209261
mp-22356,In2HgS4,5.489327022,-3.928488584,3.4541513,0,0.3467,20.62550726,In2HgS4,1034.2,200,4570.91,1300,0.594478,100,0.089201975
mp-34418,AgPF6,2.980259016,-5.002497878,-2.31968061,0,3.2361,4.363779247,AgPF6,1292.55,1100,443.066,100,0.0602835,100,0.108214774
mp-561664,TeF4,3.963945967,-4.627056502,-0.38120436,0,4.0186,10.9921487,TeF4,1082.84,1300,2930.29,100,0.666148,100,0.052449125
mp-5304,LaAlO3,6.415375295,-8.420498052,7.93942141,0.006788504,3.4924,42.83784211,LaAlO3,1316.21,1300,1828.59,100,0.338593,100,0.095138989
mp-752733,TiGa2O5,5.27366308,-7.490755449,2.6352263,0.076914607,2.0158,84.88024694,TiGa2O5,1239.75,800,1950.46,100,0.449962,100,0.04516562
mp-761686,Na2BiO3,5.850547225,-5.293942718,3.17590231,0,1.0074,19.44448769,Na2BiO3,1224.34,400,476.992,100,0.110151,100,0.026403197
mp-752484,YbB4O7,5.553108663,-8.29800856,2.96728127,0,6.9965,12.81267876,YbB4O7,1275.95,1300,673.396,100,0.120993,100,0.092139828
mp-550759,RbClO4,2.61134938,-4.839332287,-1.50280051,0.025213407,5.2141,6.362888677,RbClO4,1301.68,1300,671.762,100,0.0935517,100,0.123720598
mp-16804,LiCaPO4,2.764440056,-7.264781862,1.42522832,0.003069338,5.513,10.03992207,LiCaPO4,1263.28,1300,437.61,100,0.0408039,800,0.255261914
mp-625171,H7ClO3,1.386727454,-4.846414258,-1.50849116,0.051085425,4.2299,13.79133017,H7ClO3,1278.08,1300,365.446,100,0.0337082,1200,0.312144447
mp-652046,Re3S4Br,6.733268966,-7.825887893,2.62521299,0,1.3634,7.630416637,Re3S4Br,1205.43,600,739.909,100,0.128625,100,0.045332058
mp-761390,TaFeO4,7.256570697,-9.337830192,1.98714392,0.018508744,0,44.35158745,TaFeO4,1076.15,800,1338.47,200,0.236039,100,0.04897131
mp-554517,NaMnF4,3.10955966,-5.931849762,-1.38085034,0,1.7974,6.015941073,NaMnF4,1090.35,800,738.789,800,0.142657,100,0.070955595
