material_id,formula_pretty,density,energy_per_atom,efermi,energy_above_hull,band_gap,e_total,formula,data.Sᵉ.p.v.value,data.Sᵉ.p.T.value,data.σᵉ.p.v.value,data.σᵉ.p.T.value,data.κₑᵉ.p.v.value,data.κₑᵉ.p.T.value,ZT
mp-771411,Sr3GeO5,4.990330541,-6.738816739,2.64651902,0.03562532,2.5648,20.1375993,Sr3GeO5,1285.21,900,1741.17,100,0.311252,100,0.068904635
mp-540789,PbI2,5.460888411,-3.171358643,1.61315516,0.003278966,2.3735,17.05165916,PbI2,1218.66,900,1279.17,100,0.307321,100,0.046096968
mp-11191,CrSi2,5.021470955,-7.146524152,10.99421511,0.012944971,0.3639,61.01467933,CrSi2,914.373,200,7591.6,1300,0.45844,100,0.150174474
mp-28671,ZrTe2Br5,3.891584455,-4.145050839,-0.20503201,0.008678618,1.1062,12.98379645,ZrTe2Br5,1131.4,400,914.452,100,0.146839,100,0.032425123
mp-743,RbN3,2.634064017,-6.909796136,-0.40067465,0,4.1608,6.16347829,RbN3,1292.85,1300,1251.35,100,0.248991,100,0.085420326
mp-704943,Li2Mn3ZnO8,4.318832393,-7.171483083,1.57007357,0,1.2899,12.05588333,Li2Mn3ZnO8,1182.27,500,285.084,100,0.0325532,100,0.058088354
mp-27573,NaSb3F10,4.033024062,-5.099354803,-0.01230461,0,4.968,12.40294867,NaSb3F10,1249.53,1300,506.905,100,0.105814,100,0.0760583
mp-15335,Lu2Cu2O5,8.128488232,-7.329783057,3.36111124,0.044849264,0.16,13.87444063,Lu2Cu2O5,886.886,100,1367.1,1300,0.138892,100,0.07872786
mp-555313,ScBiO3,7.101137173,-7.78477346,3.86358351,0.033733754,2.3961,341.2288537,ScBiO3,1252.85,1000,1049.53,100,0.247689,100,0.054106081
mp-643264,BaMg2FeH8,3.310495702,-3.883929453,1.85383462,0,1.4471,13.2359918,BaMg2FeH8,1236.44,500,577.503,100,0.101306,100,0.041356307
mp-9262,Cs2PtF6,4.825221209,-4.611031574,-1.43969073,0,2.814,5.664056983,Cs2PtF6,1319.77,300,59.2583,100,0.00419672,800,0.200076223
mp-17696,Ba2VN3,5.356029998,-7.539652839,2.9129511,0,1.1814,21.49616662,Ba2VN3,1083.3,600,1714.48,100,0.353661,100,0.030853985
mp-24165,Li2H2SeO5,2.439781875,-5.554825519,-1.42889416,0.009272727,3.9952,5.574629533,Li2H2SeO5,1351.84,1300,221.235,100,0.0207932,300,0.224083845
mp-600002,SiO2,1.732657186,-8.36023253,-1.75069045,0.01402534,5.4577,3.329730743,SiO2,1253.05,1300,1071.54,100,0.232685,100,0.073526958
mp-696804,RbHS,2.389369946,-3.770840837,-0.63622455,0,2.826,6.911959207,RbHS,1244.33,1200,1364.1,100,0.336367,100,0.059595099
mp-11738,Na3PS3O,2.096002486,-4.843192189,1.3160287,0,2.8392,9.26713179,Na3PS3O,1232.63,1000,827.183,100,0.116198,500,0.117318617
mp-22885,XeF2,3.870913001,-2.069770397,-4.61689003,0,2.6862,3.322148957,XeF2,1268.58,1000,966.266,100,0.183837,100,0.068811223
mp-4482,NaSbO3,4.706504384,-6.119733079,2.19702076,0,2.7012,8.05772379,NaSbO3,1338.15,900,449.605,100,0.0759801,200,0.086198687
mp-29209,Ba(MgBi)2,5.700026888,-3.184069226,3.20170652,0,0.5091,24.14606556,Ba(MgBi)2,806.325,200,6741.96,100,1.64633,100,0.007219848
mp-32880,CuBr,5.134752715,-3.384647005,3.27728253,0.00104171,0.4449,9.190068897,CuBr,936.008,200,2372.68,1300,0.549031,100,0.041067659
mp-2133,ZnO,5.437864583,-4.8947484,0.8923141,0,0.7227,10.83529791,ZnO,1042.49,300,1414.71,100,0.267017,100,0.01951735
mp-568228,RbLaSi(CN2)4,2.652765525,-8.378740151,0.78558808,0,3.8555,17.24670129,RbLaSi(CN2)4,1220.04,1300,759.344,200,0.130127,100,0.094214513
mp-8686,Na3AsSe3,3.460933897,-3.731731173,1.20038295,0,2.0081,11.66032291,Na3AsSe3,1204.48,700,767.406,100,0.0945773,100,0.071822168
mp-768310,LaBiO3,7.537041755,-7.467816278,5.12352883,0.035194461,3.07,44.68943479,LaBiO3,1216.36,1100,1271.4,100,0.214866,1000,0.130568972
mp-29513,CsXeF7,3.858523981,-2.991651724,-3.92632095,0,3.2666,7.089078063,CsXeF7,1293.69,1000,71.9981,100,0.00885996,100,0.110639321
mp-5380,Ca4P2O,2.57417312,-5.170220446,3.5526576,0,1.2714,31.25872699,Ca4P2O,1048.99,600,3077.17,100,0.757402,100,0.024245786
mp-23798,H4OF2,1.565829691,-4.810374589,-4.39836075,0,7.0619,5.070364717,H4OF2,1312.74,1300,556.311,100,0.0910219,1000,0.171363754
mp-777778,Li2VO2F,3.495426822,-6.769868199,3.08180859,0.066159492,1.7347,13.83882291,Li2VO2F,1206.62,700,533.95,100,0.0829457,100,0.057183245
mp-6305,K3TiO4F3,2.644567308,-5.78198932,0.31505972,0.124338824,2.5471,7.880498783,K3TiO4F3,1205.44,800,322.543,100,0.0255271,800,0.211594706
mp-756316,Li3SbS4,2.498958432,-4.400263315,1.13156774,0,2.1452,6.80135096,Li3SbS4,1221.62,800,1450.11,100,0.389484,100,0.037667095
mp-19335,KCr3O8,2.781680977,-7.748981526,-0.86603098,0,1.5634,7.881063619,KCr3O8,1140.17,700,774.894,100,0.137359,100,0.044745096
mp-28256,V2Se9,4.391785607,-5.307556428,2.35642108,0,0.722,9.587953217,V2Se9,1072.28,300,831.177,1300,0.138572,100,0.07948074
mp-29796,Ho(AlCl4)3,2.071643562,-4.545426438,-1.60078844,0,4.31,3.813345893,Ho(AlCl4)3,1251.03,1300,79.7645,100,0.00576765,200,0.234771145
mp-3821,K2PtF6,4.476146353,-4.63127933,-1.06482487,0,2.5717,7.89237277,K2PtF6,1281.39,800,385.892,100,0.063259,100,0.067902326
mp-10952,Cu2HgGeS4,5.354201903,-4.243536553,4.09692213,0,0,18.92021945,Cu2HgGeS4,243.518,100,7575.56,1300,497.407,100,9.18406E-06
mp-9007,Na6P4W,2.825260629,-4.275654558,2.00764901,0,1.2626,10.78626665,Na6P4W,1148.15,500,1425.8,100,0.237504,100,0.03755446
mp-10419,Na4ReN3,3.918575002,-5.758388412,1.28574061,0,2.4384,12.37650233,Na4ReN3,1228.84,900,818.344,100,0.127077,100,0.072515501
mp-20310,LiInSe2,4.25302975,-4.018332599,1.45653217,0.001242596,2.0941,8.81807794,LiInSe2,1117.82,700,1964.19,100,0.469571,100,0.03188945
mp-555286,CsNb(PO4)2,3.273040731,-7.966510862,-0.41063958,0,2.5389,11.07582152,CsNb(PO4)2,1251.27,900,566.149,100,0.0834021,100,0.079255068
mp-722865,H8Se2N2O5,2.519695906,-5.359643823,-0.38179915,0.090779743,3.646,6.758999717,H8Se2N2O5,1239.84,1200,163.297,100,0.0171555,100,0.138871359
mp-22965,BiTeI,6.151015975,-3.489545913,3.23849884,0,1.2325,23.91585549,BiTeI,1095.64,600,3005.5,100,0.475905,100,0.041115043
mp-14285,CoP2,5.113650295,-6.51126653,8.23318112,0,0.4378,34.95518169,CoP2,804.847,200,8020.42,1300,0.936364,100,0.06018352
mp-27853,Hg3(TeBr)2,6.919129139,-2.111136351,0.65544914,0,1.704,37.67612814,Hg3(TeBr)2,1228.41,700,1744.99,100,0.267713,100,0.060011048
mp-7104,CsCaF3,3.970085136,-5.449926008,-1.72263474,0,6.9005,9.20108198,CsCaF3,1366.41,1300,456.074,100,0.0773548,100,0.111938609
mp-549737,Ba2Ca(BO3)2,4.54157267,-7.669242343,1.79360915,0,4.0805,13.0306614,Ba2Ca(BO3)2,1251.95,1300,1096.83,100,0.203881,100,0.085744512
mp-5055,Na6MnS4,2.172363639,-4.251004864,1.9095902,0,1.4003,8.99976473,Na6MnS4,1138.68,600,799.004,100,0.215408,500,0.039124635
mp-7214,Sr3CrN4,4.400313411,-7.101349549,2.57513583,0,1.5373,15.03310872,Sr3CrN4,1177.3,600,689.217,100,0.121713,100,0.042565901
mp-558022,SrBPO5,3.631654955,-7.937071042,2.16773892,0.000102835,5.3936,8.8977429,SrBPO5,1132.64,1300,1757.38,100,0.364212,100,0.062945547
mp-9200,K3AuO,3.644827629,-3.202910128,0.47419197,0,0.5612,13.98665651,K3AuO,1161.53,200,5432.07,1300,0.202342,100,0.392860804
mp-3955,AlPO4,2.459023003,-7.936713629,0.41488572,0.009207362,5.6177,4.78999221,AlPO4,1306.77,1300,541.215,100,0.12233,100,0.076825422
mp-571324,CNCl,1.653344258,-6.765061134,-1.5440963,0,3.7938,2.77996455,CNCl,1258.23,1200,1022.21,100,0.152077,1200,0.180349609
mp-570553,FeP4,4.088310123,-6.396424983,7.92607,0,0.8049,23.67270581,FeP4,1037.26,300,2798.77,100,0.486554,100,0.020977801
mp-28695,KSiH3,1.402347626,-3.579398097,0.34475498,0,2.5733,7.611303893,KSiH3,1166.67,1000,1370.49,500,0.192256,100,0.105242353
mp-676023,NaY3F10,4.590222361,-6.940755896,1.04759157,0.135820004,5.5671,19.27156093,NaY3F10,1283.33,1300,473.415,100,0.0722074,1300,0.197642028
mp-8212,Cd(PtO2)3,10.76841873,-5.962134896,4.58867672,0,0.2137,19.26000607,Cd(PtO2)3,979.515,100,20738.4,1300,0.512096,100,0.395108017
mp-7188,Al2Os,9.597862886,-6.801599827,9.1716797,0,0.2899,33.55375367,Al2Os,735.536,200,15558.2,1300,2.27669,100,0.040101613
mp-29174,SiCl2,1.646124822,-4.431519193,-0.08388791,0.06096675,2.0151,3.55514728,SiCl2,1040.72,800,3998.1,100,0.580723,100,0.050551141
mp-34857,KNO2,1.814295477,-6.128415495,-0.87046798,0,2.5157,4.56770759,KNO2,1269.82,800,611.351,100,0.102205,100,0.065385485
mp-560441,BaZn2Si2O7,4.125787687,-7.016437285,1.10326436,0,3.4811,9.560792413,BaZn2Si2O7,1205.52,1200,967.185,100,0.180273,100,0.074000436
mp-8299,Sr4As2O,4.368382027,-4.70932182,2.53445874,0,1.1924,95.21990531,Sr4As2O,1057.83,500,2833.39,400,0.411589,100,0.052221927
mp-759234,Li3CuF6,3.190962413,-4.737802726,-1.60026496,0.003169432,0.3333,8.322946147,Li3CuF6,1183.98,300,153.424,100,0.0130434,300,0.078247018
mp-3792,YAlO3,5.187109823,-8.731948185,4.50416888,0.018835838,5.5402,15.94911284,YAlO3,1318.96,1300,1339.05,100,0.334156,100,0.070889282
mp-540659,Ba(BO2)2,3.570567367,-8.106868377,0.06293808,0,4.5224,7.60948053,Ba(BO2)2,1210.79,1300,964.094,100,0.150801,100,0.095306519
mp-780671,SrTaNO2,7.762779081,-9.102482212,4.20727024,0.00364033,0.6686,140.5530826,SrTaNO2,914.496,300,5317.78,100,0.93938,100,0.016047272
mp-29337,Tl3BS3,6.199362196,-4.376296277,3.07582058,0,1.4222,21.86512211,Tl3BS3,1011.82,600,3996.85,100,0.837164,100,0.026508329
mp-18300,Ca3AlSb3,4.043705726,-4.081434249,4.72748469,0,0.2534,21.2328716,Ca3AlSb3,738.395,200,5998.28,100,0.874147,100,0.010145146
mp-8547,PdPtF6,6.140604602,-4.439813552,-0.04247631,0,0,8.175066777,PdPtF6,1138.34,300,756.635,1300,0.092049,100,0.122754891
mp-675104,Na3YCl6,2.214812502,-4.518190414,-1.3303718,0,5.155,7.071385413,Na3YCl6,1349.7,1300,618.444,100,0.0920649,100,0.124437302
mp-19103,LiCrP2O7,2.922530806,-7.858766455,1.27975342,0,2.433,6.58678956,LiCrP2O7,1186.33,1000,358.652,100,0.0669537,100,0.061329508
mp-567504,CrCl3,2.461543956,-5.393853856,0.42204462,0,1.5182,4.95802827,CrCl3,1138.12,500,705.664,100,0.111672,500,0.061038099
mp-568436,Sr7GeN6,4.741896475,-5.480834085,2.71018202,0.001509659,1.1838,20.91917418,Sr7GeN6,1178.44,400,486.746,100,0.0796806,300,0.046007991
mp-4122,GaPO4,3.35690855,-7.287282992,-0.02610094,0.010526978,4.4391,5.80245177,GaPO4,1331.19,1300,293.621,100,0.0409828,200,0.137709563
mp-30005,Rb6Br4O,3.262907128,-3.385858194,0.62001369,0,1.5308,7.240165147,Rb6Br4O,1203.62,500,204.702,100,0.00250434,500,0.883036812
mp-18594,K3AsSe3,2.932916512,-3.761259435,0.16201532,0,2.0726,9.334273667,K3AsSe3,1183.84,700,482.045,100,0.0701026,600,0.091463128
mp-7744,LiSO3F,2.004143188,-6.024723803,-1.63374801,0,5.7916,3.471185137,LiSO3F,1247.71,1300,345.283,100,0.0135681,1000,0.644574694
mp-23648,Li4Al3Si3ClO12,2.247850376,-7.312399489,0.10028284,0,5.2936,5.342226353,Li4Al3Si3ClO12,1368.78,1300,244.186,100,0.0188834,200,0.26278852
mp-34460,Ag3AuS2,6.072211435,-3.573893607,0.66739269,0,1.5634,6.60057837,Ag3AuS2,1084.31,700,3776.09,100,0.799932,100,0.033862361
mp-20187,LiInSe2,4.262782503,-4.019575195,1.5806244,0,1.5731,9.138605037,LiInSe2,1142.9,700,2455.38,200,0.707401,100,0.03073605
mp-703568,BaH2(SO4)2,3.184487568,-6.42617667,0.1097284,0.000758825,5.5547,8.0189689,BaH2(SO4)2,1311.45,1300,42.4257,100,0.00444572,100,0.166901477
mp-11114,KCuPdSe5,4.867372794,-4.201687083,2.34675109,0,0.9195,15.53759396,KCuPdSe5,1084.71,400,2558.56,100,0.630578,100,0.019418419
mp-9306,Sr2ZnN2,4.587367301,-4.970875432,2.69200818,0,0.7945,17.83657516,Sr2ZnN2,1068.82,300,2688.77,100,0.423168,100,0.024603592
mp-7773,Na2AsAu,5.670564772,-3.133984899,2.27166161,0,0.4175,22.86200035,Na2AsAu,823.763,200,7279.93,100,1.48206,100,0.00903867
mp-14017,K3Sb,2.244518259,-2.316180586,0.77405333,0,0.3894,13.83095296,K3Sb,1177.63,100,5188.45,1300,0.0914473,100,0.800118415
mp-28595,KNaSe,2.700291275,-3.230276841,0.32915487,0,2.0175,9.257875123,KNaSe,1197.56,800,1284.12,100,0.279733,100,0.044630835
mp-643253,Ba2H6Pt,5.981002281,-4.022623613,1.23788038,0,1.7589,15.23962313,Ba2H6Pt,1152.21,600,5061.7,100,0.798446,100,0.045643891
mp-623087,Re3(TeBr)7,5.781642429,-4.849964459,2.3552485,0.006550296,0.9296,16.65114877,Re3(TeBr)7,1118.23,400,197.853,100,0.018939,100,0.05313463
mp-5548,Ta2Cd2O7,7.973791076,-8.162142063,1.20244851,0,2.0269,176.4669652,Ta2Cd2O7,1249.89,800,2362.02,100,0.374941,100,0.06671796
mp-22170,Li4PbO4,4.81101309,-5.379163488,1.0866133,0,1.495,8.76017122,Li4PbO4,1221.24,600,658.3,100,0.151248,100,0.035205035
mp-554515,KScH4(C2O5)2,1.828219414,-7.235469616,-1.79135062,0.016092564,3.0704,5.907235317,KScH4(C2O5)2,1241.69,1100,298.043,100,0.0329185,100,0.123023236
mp-570922,MgCl2,1.803984237,-3.947550543,-1.363911,0.083695137,4.8767,4.532069143,MgCl2,1358.27,1300,645.113,100,0.0984782,100,0.122895988
mp-28364,Rb2CdO2,4.69064445,-3.917027549,0.60747686,0,1.3109,11.13110927,Rb2CdO2,1210.09,500,455.654,100,0.0726126,100,0.043604883
mp-38605,Sn(BiTe2)2,7.114758679,-3.977117874,5.36808141,0,0.4268,150.9836591,Sn(BiTe2)2,782.8,300,14191.8,100,3.65632,100,0.008062012
mp-752395,Ba2Na2O3,4.276527359,-5.196661179,1.13167899,0.080050964,1.9318,15.64741744,Ba2Na2O3,1198.16,700,739.068,100,0.107885,100,0.060003145
mp-4192,Ca3AsN,3.192613827,-4.968360585,3.51863597,0,0.894,28.22379531,Ca3AsN,920.789,500,4836.51,200,1.44512,100,0.015389232
mp-546125,ScAsO4,4.237270005,-7.817117708,2.11197968,0,3.5491,14.20012091,ScAsO4,1296.64,1300,1042.69,100,0.182162,100,0.097860189
mp-22905,LiCl,2.058243602,-3.99517919,-0.02569685,0.020474858,6.306,10.31552605,LiCl,1327.7,1300,2048.68,100,0.390969,100,0.093929392
mp-9272,TlPt2S3,8.187477566,-5.17935061,4.07000158,0,1.0256,18.03462464,TlPt2S3,1040.83,400,4340.5,100,0.848423,100,0.02254326
mp-571146,SnICl,4.445907321,-3.53529634,2.46076628,0,2.5118,25.40010097,SnICl,1200.11,900,1446.83,100,0.239108,100,0.064988532
mp-23339,NaBrO3,3.159524368,-4.563571542,-0.17294211,0,4.4812,6.253947973,NaBrO3,1259.72,1300,291.374,100,0.0298575,500,0.199469979
mp-569114,BaAg2SnSe4,5.555595827,-4.166844706,3.12994403,0,0.0654,14.4548934,BaAg2SnSe4,344.925,100,6518.85,1300,82.7651,100,9.5289E-05
mp-23070,BaBrF,4.947718751,-5.246223692,0.01544395,0,4.8824,9.66224997,BaBrF,1284.59,1300,1093.53,100,0.231622,100,0.079222723
mp-19178,CoAgO2,7.308028563,-5.973685301,2.79283801,0,1.332,15.80817275,CoAgO2,1101.18,200,15480.9,1300,0.228907,100,0.889512963
mp-758533,Li3Sb(PO4)2,3.543989997,-6.806385569,3.50658817,0.081221437,2.771,22.83516306,Li3Sb(PO4)2,1158.54,1100,1880.59,100,0.364468,100,0.061034961
mp-9915,LiBeP,1.994732581,-4.272328943,4.01325143,0,1.8171,15.24058584,LiBeP,1021.05,500,7217.19,200,1.01414,100,0.040237665
mp-761669,Li2Ti3CoO8,3.807862181,-8.248780946,2.4768006,0.039991248,1.8695,56.81537788,Li2Ti3CoO8,1188.96,700,491.923,100,0.0680081,100,0.062386701
mp-33932,NbHO3,3.996227664,-8.142377935,-0.06760456,0.033637554,2.6276,30.05716261,NbHO3,1290.9,900,381.048,100,0.0479155,300,0.11679137
mp-4649,PdSe2O5,4.265618091,-5.698345239,1.34244843,0,1.0057,6.15273303,PdSe2O5,1101.48,300,864.851,100,0.146957,100,0.024202085
mp-11390,LiGaSi,3.410759448,-3.593635867,4.75435706,0.070619928,0.1885,24.6551274,LiGaSi,780.557,100,26458.9,1300,2.94495,100,0.055663806
mp-29754,SrLiN,3.271154718,-4.595226807,1.65291701,0,0.2495,13.4814163,SrLiN,826.956,100,4475.62,1300,0.330949,100,0.094043056
mp-707532,NaH8SeNO6,2.029596435,-5.312140202,-1.72235263,0.084614478,3.8639,5.090202013,NaH8SeNO6,1279.24,1200,264.844,100,0.015312,1000,0.441335287
mp-569548,CsAuBr3,5.130668149,-3.037361362,0.06261637,0,0.653,20.76431349,CsAuBr3,902.097,300,9338.45,200,2.25429,100,0.013712015
mp-557719,PbS,2.684549065,-4.650956556,-1.22971819,0.058116139,2.0962,125.5812725,PbS,962.067,800,12158.4,100,1.37467,100,0.055496698
mp-557993,BiO2,8.946084366,-6.0550829,3.93896558,0,1.1596,29.98899368,BiO2,1176.92,400,1258.2,100,0.254672,100,0.02783506
mp-28599,Na4Br2O,2.83111738,-3.619430123,0.8846137,0.000316091,1.9831,9.880808023,Na4Br2O,1263.59,700,569.996,100,0.1015,100,0.054706531
mp-6930,SiO2,2.477387267,-8.363781582,0.59940998,0.010476288,5.6705,4.734618697,SiO2,1313.69,1300,688.171,100,0.164376,100,0.073470593
mp-557399,KSnSO4F,3.241153641,-6.067508659,1.04369585,0.007326374,3.8899,13.11926799,KSnSO4F,1123.65,1300,2061.86,100,0.404955,100,0.065370878
mp-29423,TlFeBr4,4.309519272,-3.924551411,0.0570915,0,0.0359,12.85806205,TlFeBr4,1127.05,400,735.073,100,0.110162,100,0.034475837
mp-561647,Cs2TeOF4,4.279540583,-4.807238864,-0.4041418,0,5.0319,9.981660393,Cs2TeOF4,1307.36,1200,355.288,100,0.00885534,1300,1.20869735
mp-617,PtO2,9.198821419,-6.244150513,2.47480799,0.004804082,1.6099,9.292591353,PtO2,1201.87,500,968.583,100,0.14085,100,0.047138044
mp-617,PtO2,9.198821419,-6.244150513,2.47480799,0.004804082,1.6099,9.292591353,PtO2,1201.87,500,968.583,100,0.14085,100,0.047138044
mp-4200,ScPO4,3.585444648,-8.610946566,3.0189772,0,4.5189,12.19409102,ScPO4,1281.67,1300,1077.21,100,0.186603,100,0.096428184
mp-776081,K2O,2.365977557,-3.54922749,0.63330376,0.088216393,1.7426,16.70836065,K2O,1320.61,600,347.991,100,0.0685205,100,0.048035816
mp-8883,GaAs,5.054169861,-4.181324728,2.78656561,0.014800123,0.2238,71.16594371,GaAs,738.93,100,4674.84,100,0.861675,100,0.00602462
mp-9580,TlGaSe2,6.488532044,-3.896207555,2.88894344,0.016279992,0.7014,91.35804216,TlGaSe2,909.346,300,3930.64,100,0.692445,100,0.015910537
mp-29138,KAuSe2,5.56933596,-3.666351819,1.33203243,0,0.885,10.01743869,KAuSe2,983.177,300,1762.45,100,0.290014,100,0.019911767
mp-16992,NaAg3S2,5.490070671,-3.530482588,2.326256,0,0.9312,16.14621863,NaAg3S2,1039.04,400,2332.09,100,0.427819,100,0.023937542
mp-7988,Cs2O,4.047968458,-3.434668137,1.61294492,0,0.5832,12.32555687,Cs2O,1133.53,200,2647.47,1300,0.118122,100,0.31236676
mp-5470,AgPS3,3.111529094,-4.593607009,2.02048759,0.009690538,1.3228,9.179871063,AgPS3,1124.06,500,1905.34,100,0.386216,100,0.029579974
mp-15074,Sr(PIr)2,9.336427976,-6.945013316,6.7615515,0,0.4416,53.75263428,Sr(PIr)2,829.438,100,11406.1,1300,1.02584,100,0.077784882
mp-554138,Pr2SbO5F,6.871546509,-7.718880731,3.69178694,0,3.5176,21.77815322,Pr2SbO5F,1261.33,1200,533.147,100,0.0872618,100,0.092254344
mp-17770,CsPr(PO3)4,3.270366064,-7.739277818,0.03993713,0,5.4835,6.883018347,CsPr(PO3)4,1246.41,1300,208.592,100,0.0162015,500,0.257629986
mp-677526,Rb2SeO4,3.464147804,-5.395117264,-1.10786115,0.014419614,3.6085,7.080310343,Rb2SeO4,1283.45,1100,217.052,100,0.0129642,1100,0.430013758
mp-554288,NaPH4O5,2.013828896,-6.000500768,-0.91195105,0.007611422,5.389,5.94895139,NaPH4O5,1284.77,1300,255.812,100,0.0323388,500,0.16818216
mp-4016,TlGaS2,5.385392589,-4.303304383,2.74895333,0,1.8553,21.6477886,TlGaS2,943.813,800,5754.17,200,1.23596,100,0.030925833
mp-543040,Ga2Te3(HO2)6,4.498488347,-5.689347735,2.00117588,0.030378642,3.7627,9.055194693,Ga2Te3(HO2)6,1279.66,1300,405.522,100,0.0559241,100,0.120746459
mp-23657,Na6S2ClO8F,2.409119056,-5.599235481,0.07382083,0,4.7742,5.534794377,Na6S2ClO8F,1319.98,1300,80.6739,100,0.00659161,100,0.216843319
mp-9158,LiCuO2,4.35543287,-5.426594297,2.30504464,0,0,17.00944427,LiCuO2,967.604,100,13040.6,1300,0.22566,100,0.550184177
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mp-2125,TeO2,5.362720572,-5.84111195,3.89286588,0,2.2279,17.27108072,TeO2,1127.07,900,2331.28,100,0.476835,100,0.046312616
mp-12022,HgB4O7,5.782094458,-7.550775793,2.81536325,0.071993204,1.7969,14.29990675,HgB4O7,1246.8,700,735.708,100,0.113159,100,0.061663903
mp-561256,Ba2TiOF6,4.65758162,-6.804918677,-0.74815877,0.010471723,3.6382,13.25819827,Ba2TiOF6,1310.18,1300,1623.93,100,0.0994454,800,0.418066872
mp-558480,K2P2O5F2,2.33518916,-6.580913708,-0.82012528,0,5.0435,5.11401781,K2P2O5F2,1228.4,1300,186.49,100,0.00950547,600,0.401393284
mp-555119,SrTaF7,5.376254959,-6.849126709,-1.65940383,0,5.4935,9.677584077,SrTaF7,1293.65,1300,592.631,100,0.112952,100,0.089288149
mp-556880,SiO2,2.245800184,-8.2283166,0.18842452,0.14594127,5.0612,4.24794759,SiO2,1278.55,1300,1039.01,100,0.181416,100,0.095202723
mp-27985,YClO,4.481069858,-7.896110508,2.44519048,0.046725478,5.0892,22.24886119,YClO,1304.23,1300,2053.87,100,0.359978,100,0.098690457
mp-7938,KNbS2,3.965989557,-6.285622895,5.25065051,0.008581754,0.812,12.24873955,KNbS2,854.993,400,5220.07,100,0.82616,100,0.018787417
mp-8355,KAlSiO4,2.503742338,-7.483051232,0.83765331,0.00216591,4.5021,6.76893416,KAlSiO4,1253.66,1300,1453.8,100,0.263143,100,0.088296233
mp-28534,CaInBr3,3.862947269,-3.759740196,0.8448708,0,2.8725,336.925632,CaInBr3,1145.8,1200,1660.43,100,0.3441,100,0.060125695
mp-1784,CsF,4.406028855,-4.246022955,-1.19267444,0,5.2626,9.89789108,CsF,1365.58,1300,1246.31,200,0.225179,100,0.111951781
mp-27300,RbAuBr3,4.752051655,-3.018249735,-0.58916032,0,0.7293,13.48475407,RbAuBr3,957.919,300,4120.66,100,0.833369,100,0.015379264
mp-574040,K2SnBr6,3.512804889,-3.332492979,-0.525159,0,1.6124,6.640362567,K2SnBr6,1186.1,600,1164.11,100,0.243326,100,0.036501998
mp-574040,K2SnBr6,3.512804889,-3.332492979,-0.525159,0,1.6124,6.640362567,K2SnBr6,1186.1,600,1164.11,100,0.243326,100,0.036501998
mp-27453,Li7SbO6,3.283949545,-5.516351808,1.36570586,0.02252604,3.4972,10.16201354,Li7SbO6,1350.56,1200,373.958,100,0.0519713,400,0.151256648
mp-770839,LiCr(CO3)2,3.109563438,-8.064345943,1.4079855,0,3.0397,8.279762221,LiCr(CO3)2,1288.43,1100,1041.5,100,0.212017,100,0.071867433
mp-642648,KP(HO)2,1.898204941,-5.494345713,-1.03588382,0,5.1321,4.91474862,KP(HO)2,1254.06,1300,656.44,100,0.126608,100,0.082916377
mp-642648,KP(HO)2,1.898204941,-5.494345713,-1.03588382,0,5.1321,4.91474862,KP(HO)2,1254.06,1300,656.44,100,0.126608,100,0.082916377
mp-547017,LiAlAs2O7,3.952491098,-6.72605842,1.97863586,0.020456591,3.0497,11.67283451,LiAlAs2O7,1258.68,1100,881.496,100,0.157991,100,0.077900555
mp-766,As2Ru,8.051426796,-6.594670975,6.26836811,0,0.4492,37.76472438,As2Ru,842.646,200,7240.9,1300,1.76671,100,0.031565751
mp-606510,CsTaI6,4.820912961,-3.761593186,1.31037519,0,1.1787,12.92337721,CsTaI6,1131.8,400,1352.21,100,0.259035,400,0.040798681
mp-18957,NaMnO2,4.036977269,-7.125566536,2.58342541,0,0,11.83610238,NaMnO2,847.536,100,7148.55,1300,0.23412,100,0.223031163
mp-9881,KAuSe,5.363414568,-3.52982603,0.77865718,0,1.816,12.59157769,KAuSe,1090.98,700,2737.35,100,0.582667,100,0.034116505
mp-28263,KH3O2,1.897013822,-4.998377007,-1.33456389,0,4.3804,7.136676323,KH3O2,1312.39,1300,520.215,100,0.0916374,100,0.09942732
mp-13948,Cs2HfF6,4.956427183,-6.346400068,-2.72559369,0,7.2288,9.40387097,Cs2HfF6,1374.94,1300,127.396,100,0.014041,100,0.174419502
mp-696347,NaH3SO5,2.042862634,-5.751250523,-0.9124926,0.007694638,5.3587,5.44088479,NaH3SO5,1281.63,1300,259.59,100,0.0311573,1100,0.231938059
mp-13590,LiB(CN)4,1.182534845,-8.045262299,-4.33595993,0.340984884,6.3395,2.73396185,LiB(CN)4,1356.14,1300,683.994,100,0.112553,400,0.136381452
mp-567386,Cs2Cd3Te4,5.062407429,-2.809766583,1.87569362,0,1.5587,12.75868909,Cs2Cd3Te4,1106.43,700,3345.85,100,0.862275,100,0.028982084
mp-505321,CsNb(CuTe2)2,5.39278601,-4.675581766,3.46130362,0,0.9993,10.15253174,CsNb(CuTe2)2,992.284,500,2923.76,100,0.766402,100,0.017825169
mp-16855,K3Ta3Si2O13,5.299668847,-8.591515564,1.33935573,0,2.9089,19.83794978,K3Ta3Si2O13,1223.97,1100,504.462,200,0.0691969,100,0.103654924
